,new_title,topic_idx
8015,SK 출신 켈리 살아났다…4이닝 무피안타 4K 무실점,0
8016,청와대 B컷 공개 브리핑 정리하는 윤영찬 수석,1
8017,백의종군 최경환 경북 모임서 족쇄 풀렸다 소회,1
8018,LG 유강남 목 근육 뭉쳐 선발 라인업 제외,0
8019,심재철 탈당파 7명 복당 유승민·윤상현은 분리해야,1
8020,비례한국당 공개 거론…절대 손해 안본다 계산 깔려종합,1
8021,박대통령 북핵실험 관련 아베 일총리와 통화…긴밀히 협력,1
8022,신치용 선수촌장 남자 배구 올림픽 출전 충분히 가능하다,0
8023,알렉스 귀화 1호 남 프로배구선수 됐다…KOVO 등록 완료,0
8024,울산시민축구단 창단…내년 K3 리그 참가,0
8025,여핵심부 친박 유기준 비토론 대통령 이름 팔아선 안돼,1
8026,남자배구 OK저축은행 레오 경기 중 종아리 통증으로 이탈,0
8027,두산 허경민정수빈 테이블세터…SK는 최정 빼고 강승호 3루,0
8028,북핵외교안보특위 긴급현안회의 참석하는 황교안,1
8029,남자 농구대표팀 이란에 11점 차 패배…존스컵 4연승 마감,0
8030,윤곽 드러난 여자농구 단일팀…북한에 23명 요구,0
8031,당선소감 밝히는 이인영,1
8032,류현진 MLB닷컴 이달의 팀 선발투수에 선정,0
8033,배구 국가대표팀 기지개…여자팀 4월 28일 소집 예정,0
8034,이승호 선발안우진 특급 구원 준PO 4차전 데자뷔,0
8035,원혜영 당권 도전 좀 생각하고 있다…김상곤도 거론,1
8036,프로농구 챔프전 2연패 뒤 2연승…10 확률에 도전하는 SK,0
8037,한국 여자배구 28일 벨기에 상대로 VNL 첫 승리 노린다,0
8038,NC 출신 테임즈 한국에서 뛸 때 몸이 가장 좋았죠,0
8039,FIFA IOC의 러시아 평창 참가 불허 결정 월드...,0
8040,박대통령 국정에 관한 국회 연설 전문,1
8041,KIA SK와 2연전서 12홈런 39득점…넥센은 팀 최다...,0
8042,시즌 최다득점 배유나 컨디션 올라와…대표팀도 욕심,0
8043,정의당 SMA 메시지에 부적절 표현 논란 일자 삭제·사과,1
8044,라이프치히 잘츠부르크 때문에 UEFA 챔스리그 못나간다,0
8045,흥국생명 박미희 감독 이재영 체력 문제 멀쩡하다,0
8046,황총리 내일부터 여름 휴가…지방서 민생 행보,1
8047,국회의장 여·야3당 원내대표와 회동,1
8048,독 정치인 수백명 개인정보 해킹당해 트위터로 유출,1
8049,월드컵 진출 여자축구 대표팀 18일 귀국…소속팀 복귀,0
8050,SK 박종훈 한 이닝에 몸에 맞는 공 3개 허용…최다 타이,0
8051,DB 벤슨의 이유있는 자신감…2차전도 벤슨 vs 메이스...,0
8052,정의용 羅 북미회담 자제요청에 부적절…미도 당혹했을 것,1
8053,청 최순실이 대납한 옷값 없다…용도 맞게 정확히 지급,1
8054,박대통령 제로베이스에서 지진 대비 대책 만들어야속보,1
8055,해리 케인 대신 나온 손흥민 아쉬운 평가…평점 6.66,0
8056,송언석 인사청문회서 위증시 징역형…법 개정안 발의,1
8057,수원 이병근 대행 고참 선수들에게 기대…가시마 잡겠다,0
8058,일본 괴물투수 사사키 시속 170㎞에 도전…오타니 넘겠다,0
8059,프로야구 전망대 LG 롯데삼성넥센 상대 2주차 ...,0
8060,NC 희망의 새싹 김재균 기회 주실 때 잡고 싶어요,0
8061,북 9·9절 경축행사에 외빈 대거 초청…흥행 성적은,1
8062,류현진 23일 콜로라도전 등판…다음에는 쿠어스필드 원정,0
8063,홍용표 북 우리 국민 소중한 재산 훼손 절대 안 돼,1
8064,류현진과 협상 중인 에인절스 우완 테헤란 영입,0
8065,문대통령 청년일자리 요술방망이 없어…하나씩 만들어가야,1
8066,의사봉 두드리는 이해찬,1
8067,얼빠진 프로배구 작년 공으로 플레이…경기 중 알아차려종합,0
8068,프로야구결산 ③ 두산 개인타이틀 싹쓸이…MVP도 집안...,0
8069,이승우 베로나 출전 엔트리 전격 등록…데뷔전 기대종합,0
8070,인사하는 장·차관들,1
8071,청 국정운영에 짙은 먹구름…신공항·개헌에 복당파문까지,1
8072,당정 저출산대책 총력체제…총리가 컨트롤타워 돼야,1
8073,박항서호 베트남 무패·무실점 조 1위로 스즈키컵 준결승행,0
8074,장관후보 낙마 여진…여 추가낙마 없다 vs 야 조국 경질하라,1
8075,박대통령 정부·국회 함께 국정운영하며 경제 매진해야,1
8076,추신수 9회 대타 출전해 범타…시즌 타율 0.268,0
8077,루니 맨유 잔류에 무게…에버턴행 가능성 낮아져,0
8078,제2의 양의지 사태 막자 KBO선수협심판위원장 회동,0
8079,추신수 3경기 연속 무안타…시즌 타율 0.287,0
8080,최지만 시즌 14호 동점 스리런…MLB 개인통산 100타...,0
8081,우리카드 열쇠는 나경복의 리시브…범실 줄이겠다,0
8082,질의하는 홍의락 의원,1
8083,통일농구 방북단 3박 4일 평양방문 마치고 귀환,0
8084,후랭코프 11연승·김재환 24호포…두산 3연패 탈출,0
8085,월드컵 세네갈과 비공개 평가전…FIFA 승인받은 A매치,0
8086,조용히 떠오른 J리그 득점2위 황의조 내 위치서 최선 다...,0
8087,박대통령 오바마·아베와 연쇄통화…북미사일 대응책 논의,1
8088,오타니 팔꿈치 재활 훈련 마쳐…2020시즌 투타 겸업,0
8089,장하성 주중대사 중외교부 부부장 만나 한반도 문제 논의,1
8090,프로야구 롯데KIA 광주 경기 우천취소,0
8091,배구협회 세계한인여성협회와 대표팀 지원 업무협약,0
8092,현대원 청미래수석 박근혜 홍보영상 제작지시 사실과 달라,1
8093,야 중도파 중진들 개헌논의 가속…연속 토론회 열며 군불,1
8094,국민의당 지도부 총사퇴 비대위 체제로…위원장에 박지원,1
8095,박양우 문체부장관 옥상정원에서 도시락 간담회,1
8096,수원 찾은 김학범 AG 감독 U23 선수 출전기회 많아야,0
8097,북 국제규정 부합되게 우주정복 활로 열겠다…위성발사 시사,1
8098,대학농구리그 8일 고려대중앙대 경기로 개막,0
8099,북 4차 핵실험 도발로 한미일 3각 군사협력 가속화 전망,1
8100,북당대회 4일차…당규약에 핵보유국 최고수위 직책 명시될듯,1
8101,문 대통령 뤼테 네덜란드 총리와 악수,1
8102,북 김정은 방중 한미 행보 따라 전략적 결정 가능성,1
8103,평양정상회담 박수치는 양 정상,1
8104,롯데 듀브론트 시즌 2승…LG는 8연승 뒤 8연패,0
8105,탬파베이 최지만 연속 경기 멀티출루…팀 4연승에 한 몫,0
8106,즐라탄 무릎 운동 영상 공개…맨유에 보내는 메시지,0
8107,박대통령 주한미군 장성 오찬…한미연합방위태세 강조,1
8108,여야 불체포특권 포기…의장직속 특권내려놓기 자문기구 설치,1
8109,평양공동선언 외교부 주변4강 등 국제사회에 신속 설명,1
8110,NBA 웨스트브룩 통산 100호 트리플더블…역대 4번째종합,0
8111,김연경 출전 교통정리…AG는 출전·네이션스리그 일부 불참...,0
8112,추신수 시범경기 2경기 연속 안타…타율 0.233,0
8113,다저스 애틀랜타 3연전 첫 경기 승리…류현진에 바통종합,0
8114,리베라 득표율 100 신화·첫 만장일치로 MLB 명예의...,0
8115,문대통령 21∼24일 러시아 국빈방문…푸틴 대통령과 정상회담,1
8116,여야 사랑과 평화가 가득한 성탄 되길,1
8117,북김정은 노동당 위원장 추대…7차 당대회 폐막종합,1
8118,나경원 딸 의혹 성신여대 전총장 권력형 입시 비리 주장,1
8119,청 G7 참석요청 공식적으로 받은 바 없다,1
8120,한국당 새해 단배식 처음부터 끝까지 지방선거 필승,1
8121,프리덤하우스 북 시민자유·정치권리 최악 중 최악 분류,1
8122,탬파베이 최지만 시즌 13호 홈런 쾅…3경기 만에 손맛,0
8123,우리은행 KEB하나은행 잡고 매직넘버 1…임영희 부상투혼,0
8124,벌써 5골 황희찬 상종가…신신의 황태자 예약,0
8125,해외 북한식당 종업원들 왜 집단 탈북했나…전문가 진단,1
8126,호날두 20162017시즌 1천57억원 벌었다…축구선...,0
8127,탄핵위기에 다급해진 브라질 호세프 상원에 직접 출석할 듯종합,1
8128,정의당 오늘 새 원내대표 선출…윤소하 연임 유력,1
8129,여 지도부 사드 배치 성주 방문 추진키로,1
8130,여야 히말라야 사고 원정대 애도…수습에 최선 다해주길,1
8131,NC 한시즌 만에 최준석 방출…재계약 불가 통보,0
8132,LA 언론 곤경에 빠진 류현진 최근 3경기 평균자책점 ...,0
8133,여야 6개 특위 구성 합의 실패…남북특위 입법권 쟁점종합,1
8134,호날두도 탈세…스페인 검찰 기소 여부 검토,0
8135,꼴찌의 반격 OK저축은행 대한항공에 극적인 역전승,0
8136,오락가락 권은희 의원 결국 안신당 품으로,1
8137,프로배구 OK저축은행 한국전력에 셧아웃 승리…5위 도약,0
8138,박수현 대변인 마지막까지 최선,1
8139,손흥민 런던에 남아 재활훈련…프리시즌 명단 제외,0
8140,안철수 기초단체장 후보들과 지지호소,1
8141,일 지방의회 선거 여성 당선자 237명…역대 최다,1
8142,박대통령 새누리당 의원 초청 오찬…국정협력 당부 전망,1
8143,박대통령 정치권 본인들만의 정치에서 벗어나야,1
8144,이총리 하토야마 전 일총리에 미래지향적 발전에 노력,1
8145,군 5일 발사한 북미사일은 개량형 노동…한미 같은 분석종합2보,1
8146,이소영 공백 지운 박혜민…GS칼텍스 도로공사 꺾고 1위 탈환,0
8147,여 정사과 전제로 국감 정상화론 대두…지도부는 강경론 유지,1
8148,데얀 결승골 수원 가시마 꺾고 AFC 챔스리그 16강 진출,0
8149,MLB 토론토 2세 선수 2명 나란히 선발 출전 이색기록,0
8150,총선 앞 청문정국 개막…정세균 후보자 놓고 격전 예고,1
8151,박지원 안 실질적 리더역할…손 들어와 안과 경쟁해야,1
8152,리얼미터 정당지지도 여하락 야상승…국민의당 15% 육박,1
8153,디펜딩챔피언 흥국생명 전지훈련·괌 우승 여행,0
8154,여자농구 국민은행 선두 우리은행 꺾고 7연승,0
8155,청 무너진 기강에 반성문…집권중반 앞두고 악재수습 안간힘,1
8156,타이거즈의 전설 광주 무등야구장 리모델링 본격화,0
8157,북핵외교안보특위국가안보위 연석회의 참석하는 황교안,1
8158,갤럽 박대통령 지지도 29%·새누리 30%…정부 출범후 최저,1
8159,우원식 2월 임시국회 노동시간 단축 논의 속도,1
8160,미국 언론 미네소타 FA 류현진 에이전트와 접촉했다,0
8161,남조명균 남북 하나의 팀이 돼…북김일국 민족의 경사,1
8162,21일 문학 ktSK 시범경기 개시시간 오후 5시,0
8163,두산 오재원의 전력질주가 불러일으킨 나비효과,0
8164,MVP 박혜진 만족하는 순간 끝…계속 노력하는 선수 될 것,0
8165,문대통령 JP 조문 안간다…JP와의 인연·전례 등 고려한 듯,1
8166,새해 국정구상 정치·개헌…국회 합의 기다리되 정부도 국민개헌안 준비종합,1
8167,주춤한 전북 AFC 챔스리그서 상승세 되찾는다…톈진과 리턴매치,0
8168,광주FC서 뛴 북아일랜드 맥긴 부상…한국과 평가전 결장,0
8169,청와대 방문한 국경없는기자회 사무총장,1
8170,유승민 수락연설,1
8171,평양정상회담 문재인 대통령 환영하는 평양 시민들,1
8172,kt 유니폼 입은 니퍼트 가치 인정해준 구단에 감사,0
8173,U18 여농구대표팀 호주에 패배…아시아선수권 4위로 마감,0
8174,북 국가가격위원회 위원장 교체…량의경→최강,1
8175,민주 의총 열고 한국당 무차별 필리버스터 대응 전략 논의,1
8176,강호인 장관 중남미 주택·건설 장·차관과 간담회,1
8177,아시안게임 방심은 금물…3회 연속 AG 金 노리는 ...,0
8178,황교안 여 국회 선진화법을 야당 겁박용으로 남용,1
8179,강정호 경쟁자 모란 시즌 4호 홈런…피츠버그 3연승,0
8180,시즌 첫 4번 타자 최지만 무안타 침묵,0
8181,임도헌 배구 남자 국가대표팀 전임 감독으로 선임종합,0
8182,문 대통령 안타까움 금할 수 없어…사망자 최소화 만전 기하라,1
8183,기이한 정적 속에 들려오는 K팝…미기자가 찾아간 북한쪽 DMZ종합,1
8184,시즌 8호골 손흥민 평점 7.9점…팀내 4번째,0
8185,MLB 워싱턴 와일드카드결정전 진출…류현진 PS 첫 상대...,0
8186,더민주 호남 자민련 막아달라…광주 수성 총력전,1
8187,프로배구 V리그 올림픽 예선 때 휴식…올스타전은 하지 않기로,0
8188,최지만 17일 만에 멀티히트…2안타 1볼넷 2타점 활약,0
8189,바른미래 문 대통령 대미특사 파견하고 문정인 해임해야,1
8190,MLB 팀 13개 거친 베테랑 투수 잭슨 빅리그 재도전,0
8191,국민의당 당연한 조치…민정수석 또 검출신 임명은 문제,1
8192,북김영철 라울 카스트로와 회담…김정은 친서 전달,1
8193,김상수 천금 세이브…넥센 롯데 대포 세례에 고전 끝 진땀승,0
8194,헌재 창립 30주년 기념식 입장하는 문 대통령,1
8195,프로야구 삼성 21일 홈경기 러프 데이 행사,0
8196,루니 음주 운전 유죄 판결…100시간 봉사활동 처분,0
8197,야 부적격 3인 임명 강행시 각오해야 정국경색 경고,1
8198,북한 북남간 모든 경제협력·교류사업 합의 무효1보,1
8199,평양정상회담 리설주 두 분 오셔서 전설 많은 백두산에 새 전설,1
8200,SK넥센 이틀 연속 벤치클리어링…샌즈 슬라이딩이 발단,0
8201,허정무 차고 김병지 막는다…북에 축구공 보내기,0
8202,류현진·마에다 다저스 아시아 선발 듀오의 꿈,0
8203,청 정부구매 신용카드→직불카드로…영세상인 수수료 부담↓,1
8204,프로농구 현대모비스 6일 20182019시즌 팬출정식,0
8205,마지막 올스타전 김주성 올해는 이 자리 못 설 줄 알았는데…,0
8206,백승호 지로나 1군 무대 데뷔…지역 컵 대회 교체출전,0
8207,특급 골잡이 말컹 프로축구 사상 첫 1·2부 MVP 석권,0
8208,토털사커의 전설이 들려주는 축구와 인생 그리고 아약스,0
8209,여자배구 정호영 신인 1순위로 KGC인삼공사 유니폼종합,0
8210,대구FC 사상 첫 FA컵 우승…결승 2차전서 울산에 30승리,0
8211,민주 12일 첫 대규모 장외투쟁…거리로 나서는 제1야당,1
8212,지뢰밭 KIA·홈런군단 SK 올해도 여전한 불타선,0
8213,아가메즈·나경복·한성정 활약…우리카드 한국전력 완파,0
8214,장병철 감독 삼성화재 경기 보고 고참의 중요성 느껴,0
8215,독립야구 경기도챌린지리그 정규시즌 총 120경기,0
8216,북한 남측 태권도시범단과 예술단의 평양방문 초청속보,1
8217,내일 지방선거·재보선 투표일…투표율 60% 돌파 주목,1
8218,경남 환경단체 홍준표 식수댐 공약은 제2의 4대강 사업,1
8219,우원식 재외국민 투표용지 뺏는 한국당에 분통,1
8220,나경복 개인 첫 트리플크라운…우리카드 구단 최다 타이 ...,0
8221,가빈·산체스는 어디로…남자 외국인선수 트라이아웃 7일 개막,0
8222,기자회견장 나서는 유정복,1
8223,WNBA 박지수 피닉스 전에서 11분 뛰고 2점1리바운드,0
8224,청 이해할 수 없다며 당혹감…일각서 김무성 당이냐,1
8225,장병철 한국전력 감독 가빈 지명에 만족…중위권 도약 노린다,0
8226,대통령 파면과 함께 광화문광장 블랙텐트도 해체,1
8227,아시안게임 남자농구 클락슨의 필리핀 꺾었다…4강 진출,0
8228,우리은행 국민은행에 챔프전 2연승…통합 6연패 보인다,0
8229,남북정상 내일 오전 MDL서 첫 만남…두 차례 정상회담,1
8230,이총리 이산가족 상설면회소 복구 북측과 잘 협의할 것,1
8231,소속팀 돌아간 해외파 평가전 졸전 연패 충격 벗어날까,0
8232,기성용 복귀 스완지 4연패…첼시 13연승 타이종합,0
8233,무더기 출전정지 필리핀 아시안게임 남자농구 출전하기로,0
8234,월드컵 태극전사에 행운의 2달러 200장 선물 왜,0
8235,한반도 신냉전 ③박대통령이 북에 묻다…핵이냐 생존이냐,1
8236,장신 거포 디우프·햄슨 여자배구 어느 팀의 낙점받을까,0
8237,신년인터뷰 축구대표팀 벤투 감독 아시안컵 우승이 새해...,0
8238,정부 안보리 결의 후 독자제재 발표…북기항 선박 입항금지 유력,1
8239,영 내각 노동당과 브렉시트 협상 계속 결정,1
8240,여프로배구 4개팀 시범경기 일정 확정…용병 거포 디우프 출격,0
8241,새누리 류성걸 의원 총선 예비후보 등록,1
8242,문대통령 북 대북제재 빠른 해결위해 과감한 비핵화 조치해야,1
8243,중국서 NBA 경기 다시 중계…홍콩 지지 휴스턴은 제외,0
8244,OK저축은행 김요한 언제든 준비하고 있겠다,0
8245,IPC 위원들과 기념 촬영하는 문 대통령,1
8246,SNS돋보기 북한 잠수함 미사일 시험발사에 우리도 대응을…,1
8247,오늘 남북 체육회담…2032년 올림픽 공동개최 논의,1
8248,청 시선은 벌써 특검으로…후보 누구라도 좋다,1
8249,청 한미훈련 비핵화 상황보며 결정할 문제…미 논의요청 없어,1
8250,호잉 2홈런 3타점 한화 KIA 5연승 저지,0
8251,북핵실험 폐쇄 파주 민통선 관광지 내주부터 부분 재개종합,1
8252,북한중국 여자농구 친선경기,0
8253,대헤아 배출한 대구 조현우 월드컵 출전 기념 유니폼 판매,0
8254,배구 여제 김연경 값진 동메달 딴 선수들이 자랑스럽다,0
8255,보는 거로 만족 못 해…MLB 스프링캠프에 참가하는 연예인들,0
8256,탈세 혐의 호날두 판사에게 잉글랜드로 돌아가고 싶다,0
8257,러브콜 주고받는 안손…개헌연대 시동 걸릴까,1
8258,대포 5방 7득점 SK 삼성 상대로 이틀 연속 홈런 파티...,0
8259,물리토너먼트대회서 한국팀 종합 4위…11계단 상승,0
8260,한국 여자배구 네이션스리그서 일본에 완패,0
8261,배구 해설위원들의 남자부 챔프전 예상은 대한항공 우세,0
8262,아시안게임 손흥민 앞세운 김학범호 2연패 최다우승...,0
8263,관중들에게 인사하는 김정숙 여사,1
8264,NBA 휴스턴 미네소타 꺾고 서부 선두 수성…하든 31점,0
8265,청 남북적대행위 중지 첫날 NSC 개최…전쟁위험 제거 전기종합,1
8266,문대통령 수능 수험생 파이팅…인생의 한순간 자신있게 건너길,1
8267,벤제마 레알과 4년 계약 연장…2021년까지,0
8268,청 현기환 공천개입 논란에 개인적으로 한 말,1
8269,한국여자배구 중국과 3위 결정전…결승은 일본태국전,0
8270,남자배구 한국전력 샐러리캡 최소소진율 70 미달…48...,0
8271,유세차에 올라 연설하는 김문수,1
8272,가을에 더 강한 해커 한화전 호투로 승리 견인종합2보,0
8273,유영민 미래부장관 KIST에 취임 후 첫 정책현장 방문,1
8274,프로농구전망대 삼성 원정 3연전에서 6강행 가능성 타...,0
8275,대북특사단 방북결과 발표 실시간 시청률 10.86％,1
8276,FIFA 부패 스캔들 재판에 미아이돌 깜짝 출석한 까닭,0
8277,기념촬영하는 남북 선수들,0
8278,북미회담 D1 김정은 귀국길 시진핑 만나나…중 고위급 교류 전통 강조,1
8279,청 정상회담서 메모 준비해 말하는 건 신중함 더하는 것,1
8280,잘츠부르크 황희찬 LASK전서 교체 출전…30분 활약,0
8281,민주 국민투표법 20일이 시한…개헌 고리로 국회정상화 압박,1
8282,북 박근혜 패당 제거 위한 보복전 위협…조평통 중대보도3보,1
8283,그레이·메이스 47점 합작…LG kt 꺾고 2패 뒤 2연승,0
8284,대표팀 첫 승선 이진현 4년 후 월드컵 때까지 살아남아야죠,0
8285,독일·잉글랜드 러시아행 눈앞…승점 5점차 조 1위,0
8286,배웅나온 원길우 부상과 악수하는 조명균 장관,1
8287,토트넘 케인 리버풀전 이겨 승점 차 벌리겠다,0
8288,U프로야구·골프 TV로 본다…Utv용 중계 서비스 출시,0
8289,정동영 대통령 바꾼다고 세상 바뀌나…선거제 바꿔야,1
8290,박대통령 협치로 정국반전 모색…당·청 결속도 강조,1
8291,역시 가을좀비 세인트루이스 NLDS 1차전서 애틀랜타...,0
8292,MLB 다저스 시즌 96승째…커쇼는 6⅓이닝 2실점 14승...,0
8293,국기에 경례하는 이해찬홍영표,1
8294,탬파베이 감독 최지만 지명타자·1루수로 많은 경기 치를 것,0
8295,영상 청 압력 주장 사실 아냐…기재부 법적 대응 조치 고려,1
8296,여자프로배구 KGC인삼공사 세터 이재은 은퇴,0
8297,판문점 선언 남측수행원들과 인사하는 김정은 내외,1
8298,무소속 출마·재심청구…강원 컷오프 반발로 요동종합,1
8299,당청 신밀월시대…호흡 척척 정책공조로 전기료 신속 개편,1
8300,박대통령 여야 3당대표와 회동…북핵위기 협력당부,1
8301,AG 명단 발표날 손흥민은 영국 복귀…새 시즌 준비 시작,0
8302,프로농구 인삼공사 6위 다툼 삼성 격파…전자랜드 S...,0
8303,추신수 2주 휴가 마치고 출국…본격적인 새 시즌 준비,0
8304,퍼거슨 모리뉴에 힘 실어주기…11경기만 이겼어도 선두경쟁,0
8305,여자배구 트라이아웃 화기애애 한국어학원 다닐 수 있나요,0
8306,전북 강원 꺾고 선두 질주…최강희 K리그 감독 최다승종합,0
8307,두산 박건우 옆구리 통증으로 엔트리 말소,0
8308,비행기 참사 샤페코엔시 눈물의 복귀전,0
8309,트럼프호텔 새 호텔체인 이름 트럼프 떼고 사이언으로,1
8310,통일농구 남자 대표팀 지휘한 허재 승패 떠나 좋은 경기,0
8311,MLB 애틀랜타 좌완 마무리 윌 스미스와 3년간 467억...,0
8312,개각없다 박대통령 내각에 공직기강 확립·국정매진 주문,1
8313,북한 낮 12시30분 특별 중대보도 예고…핵실험 발표할듯종합,1
8314,AG 축구 남녀 대표팀 훈련 없이 꿀맛 휴식,0
8315,아시안게임 16골 북한 김광민 감독 인터뷰 요청에 ...,0
8316,김성태 댓글 조작 최순실 국정농단 사건과 빼다 박아,1
8317,보수단체는 집회할 때 왜 성조기를 들고나올까,1
8318,얘기 나누는 홍장표 경제수석과 한병도 정무수석,1
8319,청 추미애 긴급회동 제안에 정해진 바 없다,1
8320,민주 원구성 협상 나와라…선거 끝나기 무섭게 야 압박,1
8321,합참 북미사일은 사거리 5천500㎞ 이상 ICBM급 추정종합,1
8322,평화당 당대표·최고위원 선거 후보로 6명 등록,1
8323,부산 떠나는 번즈 또 롯데에서 뛸 수 있길 기도하겠다,0
8324,국회 오늘 본회의서 특검·추경 동시처리 예정,1
8325,문대통령 아베 메시지 김정은에 전달…북일회담 성사에 협력종합,1
8326,텔스타가 텔스타 18이 되기까지…월드컵 공인구의 역사,0
8327,프로농구 선두 DB 오리온에 역전승…2위와 격차 벌려,0
8328,외교부 평양과기대에 제기된 의혹 예의주시,1
8329,아시안게임 선동열 감독 성실한 차우찬 잘 쉬고 예전...,0
8330,김정숙 여사 이한열 열사 모친 등 유가협 회원 청초청 오찬,1
8331,미래부 통신·원자력 시설 점검 대책반 운영,1
8332,춘천국제레저대회 각 종목 예선과 함께 본격 경쟁 돌입,0
8333,경남·울산서도 울려 퍼진 대∼한민국…뜨거웠던 응원의 밤종합,0
8334,북 핵실험 한민구 북 도발 계속하면 완전고립·자멸,1
8335,얘기 나누는 김부겸 행안장관과 김영주 고용장관,1
8336,민병두 대선 경선시기에 국민 관심없어…후보들 비전 보여야,1
8337,남북 이제부터 눈빛만 봐도 알기,1
8338,대화하는 통일 장관과 국방 장관,1
8339,U18 여농구대표팀 세계선수권 진출…호주에 1점 차 승...,0
8340,사회적 참사법 막판 진통…여야 최종 협상 시도,1
8341,마라도나 비디오판독 있었다면 신의 손 나오지 않았을 것,0
8342,북미사일 발사 북방송 발사성공 20회 재방송,1
8343,북 남 미·일에 의지해 대결 추구,1
8344,한선수의 평정심 순위 싸움에 신경 쓰면 페이스를 잃어요,0
8345,대한항공 비예나·정지석 폭발…현대건설 이다영 10득점 활약...,0
8346,북 노동신문 대북제재 이후 공격적 어휘 사용 늘어,1
8347,청 어떤 상황서도 대화재개 노력…문대통령 북 발언 보고받아종합2보,1
8348,NC서 뛴 왕웨이중 MLB 시범경기서 1이닝 무실점 호투,0
8349,독립유공자 및 유족 초청 오찬 입장하는 문 대통령,1
8350,청 외교안보 연구기관 코드몸살 보도에 강한 유감,1
8351,함께 선 한.이탈리아 정상,1
8352,북한 한일 위안부 합의 미국이 막후조종 주장,1
8353,남북 철도·도로·산림협력 이번주부터 이행모드,1
8354,단독 중국내 북한식당서 탈출한 여종업원 3명 입국종합,1
8355,NBA 동부 선두 보스턴 뉴욕 30점차 대파…어빙은 결장,0
8356,MLB닷컴 류현진 2010년대 다저스 최고의 선수 톱10,0
8357,MB 김영란법 변화된 환경 새로운 수요 창출될 것,1
8358,북한 해외식당 종업원 10여명 집단 탈출 국내 입국2보,1
8359,법사위 소방안전 관련 3법 의결…오늘 본회의서 처리,1
8360,EPL 크리스털 팰리스 새 사령탑에 호지슨 감독 선임,0
8361,아시안게임 우승주역 8명 김학범호에서 벤투호로 이동…...,0
8362,메시 해트트릭 바르사 웃고 호날두 없는 레알 울고,0
8363,화력 높이는 야 방어막 치는 여…격화되는 조국 청문 공방,1
8364,윤재옥 지자체 부서 쪼개기 도넘어…현장인력 부족,1
8365,홍용표 개성공단 자금 핵 유입 증거 있는것처럼 와전,1
8366,손흥민 토트넘 FA컵 64강 3부리그 팀과 격돌,0
8367,과르디올라 vs 포체티노 케인팀 두고 설전,0
8368,여 지도부 지역구 표밭갈이 매진…시도별 선대위 발족,1
8369,청 미 대선결과 나오면 관례따라 조치…NSC 상임위서 논의,1
8370,최순실 불똥 창조경제박람회 차분하게 막내려 종합,1
8371,이야기하는 홍준표와 김성태,1
8372,대북소식통 북 김여정 과학분야 대학교수와 결혼한 듯,1
8373,총선 D7 더민주 여 IMF 다시 초래할 정당…서울 유세종합,1
8374,요스바니의 리시브…OK저축은행·삼성화재 사령탑의 공통 화두,0
8375,북한 주민 김정은 너무 어려 도 넘는 행동,1
8376,지단 호날두 레알 마드리드에서 2∼3년 더 뛸 것,0
8377,복귀파 황재균 투런포로 KBO리그 첫 홈런 신고,0
8378,정진석 야초선들 사드 방중에 앞뒤 안맞는다 비난,1
8379,류현진 5월 2일 샌프란시스코 출격…범가너와 또 맞대결,0
8380,북김정은 사회주의 위업완성의 새로운 이정표…당대회 개회사종합,1
8381,미국 언론 류현진 제구 극찬…안방서 작년 9월 이래 무볼넷,0
8382,탈북단체들 민변 탈북종업원 간섭 규탄…검찰 고발종합,1
8383,노회찬 여소야대 국회서 협력 필수…야권 가교역할 하겠다,1
8384,그래픽 2018 평양 남북정상회담 수행원 명단종합,1
8385,플랜B로 돌아선 텍사스 FA 류현진 영입전서 발 뺀다,0
8386,그래픽 시간·회의장 바꿔가며 이뤄진 패스트트랙 지정,1
8387,프로농구 인삼공사·LG 나란히 승리…선두 0.5경기 차 추...,0
8388,김종인 국회 분원 세종시에 설치…국회 이전은 장기과제,1
8389,집중력에서 돋보인 1위 대한항공 삼성화재 30 완파,0
8390,OK저축은행 김호철 감독이 먼저 제안…석진욱 코치가 적임자,0
8391,일전문가 청와대총리관저 주도 외교로 불통…정상끼리 만나야종합,1
8392,뷸러 16K 완투승·비티는 끝내기 홈런…다저스 콜로라도에 승리,0
8393,류현진 사이영상이요 시즌만 잘 끝냈으면 좋겠어요,0
8394,올림픽 한반도기 흔들며 환영,0
8395,분단 이후 남북한 문화 개념은 어떻게 달라졌나,1
8396,청년 일자리 대책 필요성 보고하는 김동연 부총리,1
8397,추신수 그레인키 상대로 2루타 2개…타율 0.286,0
8398,U20월드컵 피 흘리는 국민 위해…베네수엘라가 보여...,0
8399,김종인 안 자제력 상실…죽겠다는 사람과 통합 얘기 못해,1
8400,정의용 북 선제조치에 상응조치하면 적극적 비핵화 조치 의사속보,1
8401,35도 폭염 퓨처스리그 KIA삼성 경기 연이틀 취소,0
8402,평양공동선언 만경대 학생소년궁전에 펼쳐진 공연,1
8403,손흥민 왓퍼드전에서 리그 10호골…3경기 연속 득점포,0
8404,민주 한국당 발목잡기식 정쟁몰이 과도…상임위 소집 불가,1
8405,단독북 원산일대에 무수단 탄도미사일 전개…군 발사 가능성 주시,1
8406,모스크바 내년 월드컵 앞두고 루즈니키경기장 환경 개선키로,0
8407,장충의 봄…우리카드·GS칼텍스 PO 2차전 만원 관중 예약,0
